Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.3,0.14491376746189435,10,1,1,2
2,1.3,0.20248456731316586,10,1,0,2
3,1.6,0.20976176963403032,10,1,1,3
4,1.9,0.22135943621178653,10,2,0,3
5,1.6,0.28982753492378877,10,2,0,3
6,1.8,0.30983866769659335,10,2,0,3
7,2.4,0.15491933384829668,10,2,2,3
8,2.8,0.12649110640673517,10,3,2,3
9,3.0,0.0,10,3,3,3
10,3.0,0.0,10,3,3,3
