Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.5,0.15811388300841897,10,1,1,2
2,1.6,0.15491933384829668,10,2,1,2
3,2.0,0.1414213562373095,10,2,1,3
4,2.4,0.15491933384829668,10,2,2,3
5,2.9,0.22135943621178653,10,3,2,4
6,3.6,0.15491933384829668,10,4,3,4
7,3.8,0.12649110640673517,10,4,3,4
8,4.0,0.0,10,4,4,4
9,4.0,0.0,10,4,4,4
10,4.0,0.0,10,4,4,4
