Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.4,0.2529822128134704,10,1,1,3
2,1.0,0.31622776601683794,10,0,0,3
3,1.2,0.23664319132398462,10,1,0,2
4,1.6,0.20976176963403032,10,2,0,2
5,2.0,0.0,10,2,2,2
6,2.0,0.0,10,2,2,2
7,2.0,0.0,10,2,2,2
8,2.0,0.0,10,2,2,2
9,2.0,0.0,10,2,2,2
10,2.0,0.0,10,2,2,2
