Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.3,0.14491376746189438,10,1,1,2
2,1.2,0.3098386676965933,10,1,0,3
3,0.8,0.23664319132398462,10,0,0,2
4,0.9,0.26267851073127396,10,0,0,2
5,1.3,0.28460498941515416,10,2,0,2
6,1.6,0.25298221281347033,10,2,0,3
7,1.2,0.23664319132398465,10,1,0,3
8,1.1,0.22135943621178653,10,1,0,3
9,0.8,0.12649110640673517,10,1,0,1
10,1.0,0.0,10,1,1,1
