Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.8,0.27568097504180444,10,1,1,3
2,2.0,0.3741657386773941,10,1,1,4
3,3.5,0.291547594742265,10,4,1,4
4,3.9,0.09486832980505137,10,4,3,4
5,4.0,0.0,10,4,4,4
6,3.9,0.09486832980505137,10,4,3,4
7,4.0,0.0,10,4,4,4
8,4.0,0.0,10,4,4,4
9,4.0,0.0,10,4,4,4
10,4.0,0.0,10,4,4,4
