Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.3,0.14491376746189438,10,1,1,2
2,1.3,0.24698178070456936,10,2,0,2
3,1.8,0.18973665961010278,10,2,1,3
4,2.2,0.12649110640673517,10,2,2,3
5,2.6,0.25298221281347033,10,3,1,4
6,2.7,0.20248456731316586,10,3,1,3
7,3.1,0.09486832980505137,10,3,3,4
8,3.2,0.12649110640673517,10,3,3,4
9,3.4,0.15491933384829668,10,3,3,4
10,3.7,0.14491376746189438,10,4,3,4
