Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.3,0.14491376746189438,10,1,1,2
2,1.7,0.4254409477236529,10,1,0,4
3,2.3,0.2846049894151541,10,2,1,4
4,2.9,0.35916569992135944,10,4,1,4
5,3.4,0.28982753492378877,10,4,2,4
6,3.8,0.18973665961010275,10,4,2,4
7,3.7,0.14491376746189438,10,4,3,4
8,3.9,0.09486832980505137,10,4,3,4
9,4.0,0.0,10,4,4,4
10,4.0,0.0,10,4,4,4
