Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.6,0.20976176963403032,10,1,1,3
2,2.4,0.37947331922020555,10,1,1,4
3,3.6,0.25298221281347033,10,4,2,5
4,4.0,0.1414213562373095,10,4,3,5
5,3.6,0.20976176963403032,10,4,2,4
6,3.8,0.12649110640673517,10,4,3,4
7,3.9,0.09486832980505137,10,4,3,4
8,4.0,0.0,10,4,4,4
9,3.8,0.12649110640673517,10,4,3,4
10,4.0,0.0,10,4,4,4
