Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.2,0.1264911064067352,10,1,1,2
2,0.7,0.3754996671103717,10,0,0,3
3,1.0,0.3464101615137754,10,0,0,3
4,1.5,0.35355339059327373,10,2,0,3
5,2.0,0.2449489742783178,10,2,0,3
6,2.3,0.14491376746189438,10,2,2,3
7,2.2,0.12649110640673517,10,2,2,3
8,2.2,0.12649110640673517,10,2,2,3
9,2.2,0.12649110640673517,10,2,2,3
10,2.2,0.12649110640673517,10,2,2,3
