Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.6,0.20976176963403032,10,1,1,3
2,1.5,0.32403703492039304,10,1,0,3
3,1.9,0.29832867780352595,10,1,1,4
4,2.3,0.317804971641414,10,2,1,4
5,2.0,0.39999999999999997,10,1,0,4
6,2.4,0.25298221281347033,10,2,1,4
7,2.1,0.17029386365926402,10,2,1,3
8,2.1,0.22135943621178655,10,2,1,3
9,2.2,0.12649110640673517,10,2,2,3
10,2.2,0.12649110640673517,10,2,2,3
