Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.6,0.15491933384829668,10,2,1,2
2,1.3,0.20248456731316586,10,1,0,2
3,1.4,0.15491933384829668,10,1,1,2
4,1.5,0.15811388300841897,10,1,1,2
5,1.6,0.15491933384829668,10,2,1,2
6,1.8,0.18973665961010278,10,2,1,3
7,2.1,0.17029386365926402,10,2,1,3
8,2.2,0.12649110640673517,10,2,2,3
9,2.5,0.15811388300841897,10,2,2,3
10,2.9,0.09486832980505137,10,3,2,3
