Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.2,0.1264911064067352,10,1,1,2
2,1.7,0.24698178070456936,10,2,0,3
3,1.6,0.15491933384829668,10,2,1,2
4,1.9,0.09486832980505137,10,2,1,2
5,1.9,0.09486832980505137,10,2,1,2
6,1.9,0.09486832980505137,10,2,1,2
7,2.0,0.0,10,2,2,2
8,2.0,0.0,10,2,2,2
9,2.0,0.0,10,2,2,2
10,2.0,0.0,10,2,2,2
