Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.6,0.20976176963403032,10,1,1,3
2,2.2,0.18973665961010275,10,2,1,3
3,1.7,0.317804971641414,10,1,0,3
4,1.7,0.2846049894151541,10,2,0,3
5,2.1,0.29832867780352595,10,2,0,3
6,2.4,0.20976176963403032,10,3,1,3
7,2.3,0.24698178070456936,10,3,1,3
8,2.5,0.15811388300841897,10,2,2,3
9,2.2,0.23664319132398462,10,2,1,3
10,2.5,0.21213203435596426,10,3,1,3
