Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.7,0.20248456731316586,10,2,1,3
2,1.0,0.2449489742783178,10,1,0,2
3,1.7,0.3478505426185217,10,2,0,3
4,2.6,0.15491933384829668,10,3,2,3
5,2.8,0.12649110640673517,10,3,2,3
6,3.0,0.0,10,3,3,3
7,2.8,0.12649110640673517,10,3,2,3
8,2.9,0.09486832980505137,10,3,2,3
9,2.9,0.09486832980505137,10,3,2,3
10,3.0,0.0,10,3,3,3
