Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.7,0.20248456731316586,10,2,1,3
2,1.7,0.3754996671103717,10,2,0,3
3,1.6,0.322490309931942,10,2,0,3
4,0.9,0.3301514803843836,10,0,0,3
5,0.9,0.22135943621178655,10,1,0,2
6,1.1,0.2626785107312739,10,2,0,2
7,1.5,0.21213203435596426,10,2,0,2
8,1.5,0.25495097567963926,10,2,0,2
9,1.8,0.12649110640673517,10,2,1,2
10,1.8,0.12649110640673517,10,2,1,2
