Generation,mean_threads,stderr,gen_size,mode,min,max
1,1.7,0.20248456731316586,10,2,1,3
2,2.0,0.3464101615137754,10,2,0,3
3,3.1,0.09486832980505137,10,3,3,4
4,3.0,0.1414213562373095,10,3,2,4
5,2.9,0.22135943621178653,10,3,2,4
6,3.3,0.14491376746189438,10,3,3,4
7,3.6,0.15491933384829668,10,4,3,4
8,3.8,0.12649110640673517,10,4,3,4
9,4.0,0.0,10,4,4,4
10,4.0,0.0,10,4,4,4
